Team,Power Level,
Extra team 43280,14.55,
Extra team 43281,32.65,
Extra team 43282,41.09,
Extra team 43283,93.96,
Extra team 43284,30.12,
Extra team 43285,14.05,
Extra team 43286,38.09,
Extra team 43287,40.08,
Extra team 43288,39.23,
Extra team 43289,76.74,
Extra team 43290,87.5,
Extra team 43291,6.82,
Extra team 43292,44.44,
Extra team 43293,66.09,
Extra team 43294,26.56,
Extra team 43295,81.99,
Extra team 43296,99.99,
Extra team 43297,82.17,
Extra team 43298,8.5,
Extra team 43299,26.14,
Extra team 43300,79.24,
Extra team 43301,33.65,
Extra team 43302,18.92,
Extra team 43303,35.65,
Extra team 43304,18.59,
Extra team 43305,53.33,
Extra team 43306,83.37,
Extra team 43307,92.15,
Extra team 43308,63.55,
Extra team 43309,79.99,
Extra team 43310,36.35,
Extra team 43311,3.71,
Extra team 43312,37.36,
Extra team 43313,86.84,
Extra team 43314,86.95,
Extra team 43315,27.74,
Extra team 43316,96.79,
Extra team 43317,29.28,
Extra team 43318,46.97,
Extra team 43319,23.23,
Extra team 43320,69.3,
Extra team 43321,36.8,
Extra team 43322,38.67,
Extra team 43323,0.37,
Extra team 43324,94,
Extra team 43325,34.52,
Extra team 43326,86.55,
Extra team 43327,39.44,
Extra team 43328,35.25,
Extra team 43329,88.32,
Extra team 43330,77.58,
Extra team 43331,98.35,
Extra team 43332,30.97,
Extra team 43333,53.11,
Extra team 43334,62.74,
Extra team 43335,10.28,
Extra team 43336,32.23,
Extra team 43337,43.57,
Extra team 43338,75.52,
Extra team 43339,75.08,
Extra team 43340,58.09,
Extra team 43341,27.27,
Extra team 43342,52.58,
Extra team 43343,50.28,
Extra team 43344,32.98,
Extra team 43345,91.88,
Extra team 43346,61.79,
Extra team 43347,94.14,
Extra team 43348,36.73,
Extra team 43349,3.06,
Extra team 43350,31.56,
Extra team 43351,53.66,
Extra team 43352,99.89,
Extra team 43353,3.61,
Extra team 43354,32.52,
Extra team 43355,96.2,
Extra team 43356,77.2,
Extra team 43357,60.78,
Extra team 43358,70.3,
Extra team 43359,77.19,
Extra team 43360,9.13,
Extra team 43361,51.08,
Extra team 43362,33.42,
Extra team 43363,47.26,
Extra team 43364,23.4,
Extra team 43365,22.12,
Extra team 43366,18.53,
Extra team 43367,29.57,
Extra team 43368,0.31,
Extra team 43369,56.22,
Extra team 43370,83.11,
Extra team 43371,13.3,
Extra team 43372,89.52,
Extra team 43373,94.44,
Extra team 43374,56.06,
Extra team 43375,86.48,
Extra team 43376,66.83,
Extra team 43377,7.38,
Extra team 43378,51.84,
Extra team 43379,6.29,
Extra team 43380,65.78,
Extra team 43381,32.28,
Extra team 43382,83.4,
Extra team 43383,25.37,
Extra team 43384,92.03,
Extra team 43385,72.15,
Extra team 43386,88.97,
Extra team 43387,21.29,
Extra team 43388,62.35,
Extra team 43389,80.46,
Extra team 43390,73.62,
Extra team 43391,8.18,
Extra team 43392,56.16,
Extra team 43393,71.69,
Extra team 43394,99.51,
Extra team 43395,37.22,
Extra team 43396,77.5,
Extra team 43397,37.59,
Extra team 43398,55.22,
Extra team 43399,49.25,
Extra team 43400,7.02,
Extra team 43401,87.09,
Extra team 43402,99.4,
Extra team 43403,78.41,
Extra team 43404,23.37,
Extra team 43405,37.5,
Extra team 43406,40.69,
Extra team 43407,71.86,
Extra team 43408,61.36,
Extra team 43409,67.03,
Extra team 43410,84.42,
Extra team 43411,42.21,
Extra team 43412,45.01,
Extra team 43413,94.63,
Extra team 43414,46.03,
Extra team 43415,31.92,
Extra team 43416,76.26,
Extra team 43417,1.61,
Extra team 43418,13.23,
Extra team 43419,64.27,
Extra team 43420,76.71,
Extra team 43421,82.2,
Extra team 43422,71.15,
Extra team 43423,20.4,
Extra team 43424,20.69,
Extra team 43425,37.79,
Extra team 43426,17.99,
Extra team 43427,69.96,
Extra team 43428,43,
Extra team 43429,79.74,
Extra team 43430,22.57,
Extra team 43431,69.71,
Extra team 43432,16.79,
Extra team 43433,82.43,
Extra team 43434,10.97,
Extra team 43435,82.44,
Extra team 43436,93.27,
Extra team 43437,6.09,
Extra team 43438,93.46,
Extra team 43439,71.67,
Extra team 43440,2.71,
Extra team 43441,17.76,
Extra team 43442,78.35,
Extra team 43443,33.94,
Extra team 43444,21.84,
Extra team 43445,47.7,
Extra team 43446,52.52,
Extra team 43447,60.46,
Extra team 43448,1.78,
Extra team 43449,15.83,
Extra team 43450,55.61,
Extra team 43451,7.48,
Extra team 43452,71.43,
Extra team 43453,9.03,
Extra team 43454,51.88,
Extra team 43455,20.1,
Extra team 43456,3.6,
Extra team 43457,92.75,
Extra team 43458,32.6,
Extra team 43459,45.23,
Extra team 43460,96.2,
Extra team 43461,73.66,
Extra team 43462,61.12,
Extra team 43463,4.36,
Extra team 43464,89.07,
Extra team 43465,50.39,
Extra team 43466,19.52,
Extra team 43467,37.99,
Extra team 43468,22.09,
Extra team 43469,48.28,
Extra team 43470,34.52,
Extra team 43471,69.38,
Extra team 43472,42.12,
Extra team 43473,90.75,
Extra team 43474,88.71,
Extra team 43475,94.19,
Extra team 43476,46.9,
Extra team 43477,19.04,
Extra team 43478,21.46,
Extra team 43479,26.71,
Extra team 43480,61.34,
Extra team 43481,57.08,
Extra team 43482,99.33,
Extra team 43483,87.97,
Extra team 43484,81.06,
Extra team 43485,50.46,
Extra team 43486,64.51,
Extra team 43487,82.52,
Extra team 43488,40.45,
Extra team 43489,46.19,
Extra team 43490,63.05,
Extra team 43491,14.43,
Extra team 43492,63.22,
Extra team 43493,45.58,
Extra team 43494,24.82,
Extra team 43495,50.29,
Extra team 43496,16.58,
Extra team 43497,33.82,
Extra team 43498,41.3,
Extra team 43499,97.83,
Extra team 43500,66,
Extra team 43501,36.34,
Extra team 43502,85.09,
Extra team 43503,73.85,
Extra team 43504,73.66,
Extra team 43505,40.27,
Extra team 43506,1.18,
Extra team 43507,45.31,
Extra team 43508,76.96,
Extra team 43509,57.09,
Extra team 43510,86.52,
Extra team 43511,46.48,
Extra team 43512,30.19,
Extra team 43513,72.86,
Extra team 43514,6.02,
Extra team 43515,31.25,
Extra team 43516,86.59,
Extra team 43517,42.55,
Extra team 43518,51.91,
Extra team 43519,62.09,
Extra team 43520,41.34,
Extra team 43521,91.88,
Extra team 43522,69.41,
Extra team 43523,35.81,
Extra team 43524,94.48,
Extra team 43525,58.74,
Extra team 43526,62.38,
Extra team 43527,75,
Extra team 43528,80.08,
Extra team 43529,73.39,
Extra team 43530,75.91,
Extra team 43531,22.54,
Extra team 43532,25.08,
Extra team 43533,63.76,
Extra team 43534,40.28,
Extra team 43535,40.42,
Extra team 43536,84.71,
Extra team 43537,9.92,
Extra team 43538,67.21,
Extra team 43539,95.65,
Extra team 43540,95.47,
Extra team 43541,90.15,
Extra team 43542,72.68,
Extra team 43543,1.73,
Extra team 43544,11.2,
Extra team 43545,22.55,
Extra team 43546,78.85,
Extra team 43547,41.94,
Extra team 43548,70.23,
Extra team 43549,87.3,
Extra team 43550,8.54,
Extra team 43551,98.14,
Extra team 43552,39.1,
Extra team 43553,91.87,
Extra team 43554,84.13,
Extra team 43555,69.16,
Extra team 43556,91.77,
Extra team 43557,77.96,
Extra team 43558,35.13,
Extra team 43559,67.55,
Extra team 43560,1.81,
Extra team 43561,73.85,
Extra team 43562,79.38,
Extra team 43563,10.83,
Extra team 43564,47.55,
Extra team 43565,98.97,
Extra team 43566,2.65,
Extra team 43567,80.69,
Extra team 43568,16.09,
Extra team 43569,64.27,
Extra team 43570,82.52,
Extra team 43571,2.45,
Extra team 43572,51.53,
Extra team 43573,74.29,
Extra team 43574,81.87,
Extra team 43575,76.92,
Extra team 43576,39.69,
Extra team 43577,59.45,
Extra team 43578,47.28,
Extra team 43579,21.93,
Extra team 43580,23.43,
Extra team 43581,94.96,
Extra team 43582,63.34,
Extra team 43583,19.58,
Extra team 43584,16.68,
Extra team 43585,23.32,
Extra team 43586,32.48,
Extra team 43587,30.2,
Extra team 43588,53.67,
Extra team 43589,83.63,
Extra team 43590,85.54,
Extra team 43591,2.92,
Extra team 43592,10.38,
Extra team 43593,84.31,
Extra team 43594,81.82,
Extra team 43595,45.03,
Extra team 43596,95.32,
Extra team 43597,88.27,
Extra team 43598,37.39,
Extra team 43599,93.78,
Extra team 43600,4.44,
Extra team 43601,41.74,
Extra team 43602,29.18,
Extra team 43603,67.57,
Extra team 43604,4.71,
Extra team 43605,89.66,
Extra team 43606,75.61,
Extra team 43607,46.67,
Extra team 43608,35.25,
Extra team 43609,66.45,
Extra team 43610,82.15,
Extra team 43611,59.41,
Extra team 43612,24.89,
Extra team 43613,88.18,
Extra team 43614,93.65,
Extra team 43615,35.15,
Extra team 43616,16.4,
Extra team 43617,0.52,
Extra team 43618,70.13,
Extra team 43619,34.45,
Extra team 43620,71.91,
Extra team 43621,78.29,
Extra team 43622,78.83,
Extra team 43623,35.45,
Extra team 43624,18.28,
Extra team 43625,52.37,
Extra team 43626,38.86,
Extra team 43627,21.49,
Extra team 43628,73.4,
Extra team 43629,11.88,
Extra team 43630,46.99,
Extra team 43631,31.78,
Extra team 43632,35.8,
Extra team 43633,80.42,
Extra team 43634,65.89,
Extra team 43635,54.55,
Extra team 43636,27.01,
Extra team 43637,1.81,
Extra team 43638,69.38,
Extra team 43639,32.57,
Extra team 43640,60.85,
Extra team 43641,88.11,
Extra team 43642,69.34,
Extra team 43643,47.26,
Extra team 43644,34.83,
Extra team 43645,49.34,
Extra team 43646,12.96,
Extra team 43647,44.14,
Extra team 43648,37.68,
Extra team 43649,57.8,
Extra team 43650,33.38,
Extra team 43651,27.35,
Extra team 43652,67.67,
Extra team 43653,94.06,
Extra team 43654,50.45,
Extra team 43655,8.94,
Extra team 43656,39.31,
Extra team 43657,82.7,
Extra team 43658,40.27,
Extra team 43659,16.37,
Extra team 43660,25.64,
Extra team 43661,20.44,
Extra team 43662,51.96,
Extra team 43663,45.9,
Extra team 43664,64.68,
Extra team 43665,82.91,
Extra team 43666,14.54,
Extra team 43667,40.51,
Extra team 43668,61.31,
Extra team 43669,90.63,
Extra team 43670,61.68,
Extra team 43671,17.74,
Extra team 43672,36.07,
Extra team 43673,34.48,
Extra team 43674,83.96,
Extra team 43675,13.17,
Extra team 43676,36.87,
Extra team 43677,28.64,
Extra team 43678,58.28,
Extra team 43679,20.34,
Extra team 43680,62.89,
Extra team 43681,16.33,
Extra team 43682,87.54,
Extra team 43683,10.5,
Extra team 43684,74.84,
Extra team 43685,54.17,
Extra team 43686,9.51,
Extra team 43687,78.8,
Extra team 43688,39.77,
Extra team 43689,27.03,
Extra team 43690,45.38,
Extra team 43691,8.62,
Extra team 43692,96.62,
Extra team 43693,76.16,
Extra team 43694,77.73,
Extra team 43695,99.45,
Extra team 43696,68,
Extra team 43697,57.12,
Extra team 43698,53.33,
Extra team 43699,26.28,
Extra team 43700,18.99,
Extra team 43701,32.52,
Extra team 43702,3.54,
Extra team 43703,55.78,
Extra team 43704,7.45,
Extra team 43705,60.59,
Extra team 43706,26.85,
Extra team 43707,4.59,
Extra team 43708,92.9,
Extra team 43709,26.52,
Extra team 43710,65.25,
Extra team 43711,43.1,
Extra team 43712,36.79,
Extra team 43713,18.14,
Extra team 43714,13.72,
Extra team 43715,43.33,
Extra team 43716,46.74,
Extra team 43717,42.06,
Extra team 43718,35.08,
Extra team 43719,43.26,
Extra team 43720,64.78,
Extra team 43721,88.43,
Extra team 43722,5.49,
Extra team 43723,43.5,
Extra team 43724,8.57,
Extra team 43725,84.56,
Extra team 43726,69.95,
Extra team 43727,39.83,
Extra team 43728,84.39,
Extra team 43729,27.32,
Extra team 43730,20.33,
Extra team 43731,66.24,
Extra team 43732,67.36,
Extra team 43733,97.8,
Extra team 43734,17.11,
Extra team 43735,46.89,
Extra team 43736,47.47,
Extra team 43737,18.83,
Extra team 43738,9.57,
Extra team 43739,55.13,
Extra team 43740,8.31,
Extra team 43741,50.17,
Extra team 43742,49.77,
Extra team 43743,2.91,
Extra team 43744,20.46,
Extra team 43745,6.9,
Extra team 43746,65.28,
Extra team 43747,62.12,
Extra team 43748,61.68,
Extra team 43749,30.68,
Extra team 43750,5.34,
Extra team 43751,74.73,
Extra team 43752,54.54,
Extra team 43753,72.58,
Extra team 43754,99.77,
Extra team 43755,13.99,
Extra team 43756,11.47,
Extra team 43757,27.13,
Extra team 43758,22.17,
Extra team 43759,93.68,
Extra team 43760,9.29,
Extra team 43761,75.34,
Extra team 43762,79.96,
Extra team 43763,85.68,
Extra team 43764,8.58,
Extra team 43765,12.08,
Extra team 43766,80.7,
Extra team 43767,71.25,
Extra team 43768,81.62,
Extra team 43769,6.14,
Extra team 43770,78.1,
Extra team 43771,78.34,
Extra team 43772,2.68,
Extra team 43773,69.83,
Extra team 43774,11.18,
Extra team 43775,27.59,
Extra team 43776,76.74,
Extra team 43777,91.31,
Extra team 43778,86.8,
Extra team 43779,45.03,
Extra team 43780,62.36,
Extra team 43781,9.39,
Extra team 43782,12.8,
Extra team 43783,17.33,
Extra team 43784,50.49,
Extra team 43785,94.1,
Extra team 43786,96.36,
Extra team 43787,92.3,
Extra team 43788,18.86,
Extra team 43789,55.8,
Extra team 43790,33.49,
Extra team 43791,56.87,
Extra team 43792,13.26,
Extra team 43793,93.68,
Extra team 43794,24.37,
Extra team 43795,5.16,
Extra team 43796,1.93,
Extra team 43797,7.39,
Extra team 43798,4.44,
Extra team 43799,6.94,
Extra team 43800,4.84,
Extra team 43801,66.45,
Extra team 43802,7.69,
Extra team 43803,25.7,
Extra team 43804,14.95,
Extra team 43805,71.16,
Extra team 43806,24.7,
Extra team 43807,80.2,
Extra team 43808,63.83,
Extra team 43809,65.38,
Extra team 43810,0.64,
Extra team 43811,19.35,
Extra team 43812,62.37,
Extra team 43813,38.23,
Extra team 43814,11.37,
Extra team 43815,3.09,
Extra team 43816,3.11,
Extra team 43817,40.08,
Extra team 43818,62.6,
Extra team 43819,79.13,
Extra team 43820,14.24,
Extra team 43821,9.98,
Extra team 43822,67.59,
Extra team 43823,23.93,
Extra team 43824,5.86,
Extra team 43825,87.21,
Extra team 43826,65.91,
Extra team 43827,1.57,
Extra team 43828,89.49,
Extra team 43829,52.92,
Extra team 43830,26.35,
Extra team 43831,92.78,
Extra team 43832,36.02,
Extra team 43833,38.59,
Extra team 43834,60.84,
Extra team 43835,21.01,
Extra team 43836,53.66,
Extra team 43837,76.8,
Extra team 43838,51.95,
Extra team 43839,3.98,
Extra team 43840,83.6,
Extra team 43841,34.01,
Extra team 43842,86.31,
Extra team 43843,37.35,
Extra team 43844,29.83,
Extra team 43845,95.96,
Extra team 43846,43.58,
Extra team 43847,68.53,
Extra team 43848,80.2,
Extra team 43849,0.99,
Extra team 43850,74.12,
Extra team 43851,66.46,
Extra team 43852,38.78,
Extra team 43853,37.99,
Extra team 43854,90.55,
Extra team 43855,58.84,
Extra team 43856,59.35,
Extra team 43857,29.88,
Extra team 43858,89.7,
Extra team 43859,84.7,
Extra team 43860,67.46,
Extra team 43861,96.32,
Extra team 43862,15.02,
Extra team 43863,78.65,
Extra team 43864,0.88,
Extra team 43865,68.67,
Extra team 43866,19.91,
Extra team 43867,52.28,
Extra team 43868,67.82,
Extra team 43869,70.26,
Extra team 43870,69.07,
Extra team 43871,89.54,
Extra team 43872,47.33,
Extra team 43873,90.83,
Extra team 43874,28.78,
Extra team 43875,50.52,
Extra team 43876,55.84,
Extra team 43877,41.59,
Extra team 43878,29.32,
Extra team 43879,98.32,
Extra team 43880,46.64,
Extra team 43881,11.57,
Extra team 43882,58.08,
Extra team 43883,3.8,
Extra team 43884,8.86,
Extra team 43885,48.36,
Extra team 43886,87.22,
Extra team 43887,51.3,
Extra team 43888,2.02,
Extra team 43889,44.14,
Extra team 43890,45.98,
Extra team 43891,85.72,
Extra team 43892,30.68,
Extra team 43893,48.58,
Extra team 43894,56.73,
Extra team 43895,21.58,
Extra team 43896,25.61,
Extra team 43897,45.93,
Extra team 43898,50.08,
Extra team 43899,96.72,
Extra team 43900,7.39,
Extra team 43901,93.38,
Extra team 43902,36.65,
Extra team 43903,37.75,
Extra team 43904,19.29,
Extra team 43905,20.69,
Extra team 43906,47.49,
Extra team 43907,75.6,
Extra team 43908,63.93,
Extra team 43909,40.22,
Extra team 43910,59.91,
Extra team 43911,83.05,
Extra team 43912,35.9,
Extra team 43913,2.86,
Extra team 43914,34.86,
Extra team 43915,64.97,
Extra team 43916,45.7,
Extra team 43917,71.28,
Extra team 43918,79.45,
Extra team 43919,18.13,
Extra team 43920,82.61,
Extra team 43921,43.89,
Extra team 43922,85.77,
Extra team 43923,34.94,
Extra team 43924,44.84,
Extra team 43925,12.95,
Extra team 43926,72.06,
Extra team 43927,76.13,
Extra team 43928,87.72,
Extra team 43929,5.27,
Extra team 43930,35.3,
Extra team 43931,15.8,
Extra team 43932,60.61,
Extra team 43933,86.28,
Extra team 43934,51.56,
Extra team 43935,89.23,
Extra team 43936,81.76,
Extra team 43937,18.95,
Extra team 43938,64.89,
Extra team 43939,86.46,
Extra team 43940,12.86,
Extra team 43941,52.3,
Extra team 43942,55.52,
Extra team 43943,1.59,
Extra team 43944,2.62,
Extra team 43945,45.27,
Extra team 43946,79,
Extra team 43947,24.23,
Extra team 43948,13.09,
Extra team 43949,6.73,
Extra team 43950,14.81,
Extra team 43951,88.62,
Extra team 43952,15.83,
Extra team 43953,57.53,
Extra team 43954,0.25,
Extra team 43955,85.71,
Extra team 43956,64.5,
Extra team 43957,38.55,
Extra team 43958,95.32,
Extra team 43959,54.75,
Extra team 43960,12.56,
Extra team 43961,66.78,
Extra team 43962,30.71,
Extra team 43963,24.41,
Extra team 43964,99.76,
Extra team 43965,93.67,
Extra team 43966,7.75,
Extra team 43967,28.54,
Extra team 43968,76.88,
Extra team 43969,99.49,
Extra team 43970,97.08,
Extra team 43971,12.52,
Extra team 43972,19.14,
Extra team 43973,63.99,
Extra team 43974,90.98,
Extra team 43975,1.84,
Extra team 43976,62.77,
Extra team 43977,39.21,
Extra team 43978,64.01,
Extra team 43979,29.57,
Extra team 43980,60.36,
Extra team 43981,98.68,
Extra team 43982,44.15,
Extra team 43983,68.03,
Extra team 43984,29.36,
Extra team 43985,35.23,
Extra team 43986,73.64,
Extra team 43987,39.01,
Extra team 43988,4.19,
Extra team 43989,19.93,
Extra team 43990,21.68,
Extra team 43991,38.1,
Extra team 43992,75.29,
Extra team 43993,35.26,
Extra team 43994,93.17,
Extra team 43995,32.53,
Extra team 43996,54.03,
Extra team 43997,59.35,
Extra team 43998,48.18,
Extra team 43999,12.12,
Extra team 44000,74.72,
Extra team 44001,38.7,
Extra team 44002,39.43,
Extra team 44003,49.29,
Extra team 44004,72.96,
Extra team 44005,82.65,
Extra team 44006,35.12,
Extra team 44007,40.54,
Extra team 44008,61.45,
Extra team 44009,57.38,
Extra team 44010,59.94,
Extra team 44011,34.13,
Extra team 44012,55.42,
Extra team 44013,13.81,
Extra team 44014,47.47,
Extra team 44015,39.68,
Extra team 44016,65.6,
Extra team 44017,4.21,
Extra team 44018,20.05,
Extra team 44019,96.26,
